Customer_ID,Age,Gender,Marital_Status,Education_Level,Region,District/Location,Occupation,Monthly_Income,Savings_Balance,Loan_Amount,Loan_Term_Months,Loan_Purpose,Collateral_Type,Guarantor_Relationship,Dependents,Business_Experience_Years,Past_Defaults,Previous_Loans,Credit_History_Length,Employment_Status,House_Ownership,Loan_to_Income_Ratio,Savings_to_Income_Ratio,Debt_to_Income_Ratio,Credit_Score_Internal,Late_Payments_PastYear,Other_Debts,Mobile_Money_Transactions,Bank_Account,Financial_Literacy_Level,Community_Reputation,Loan_Officer_ID,Branch_ID,Application_Channel,Seasonality_Factor,Missed_Meetings,Default_Status
CUST-005083,41,Male,Married,Primary,Greater Accra,Tema,Trader,2828,603.0,15165,12,Farming,None,None,0,9,0,No,4.0,Salaried,Rent,5.36,0.21,6.95,666,1,4492,765,No,Low,Good,LO_016,Accra-01,Walk-in,0.81,0,No
CUST-005084,27,Female,Single,Primary,Northern,Yendi,Farmer,174,50.0,500,6,Education,None,None,1,0,0,No,2.0,Unemployed,Own,2.87,0.29,2.87,654,1,0,126,Yes,Low,Average,LO_045,Ho-04,Mobile,1.14,1,No
CUST-005085,43,Female,Married,JHS,Eastern,Abuakwa North,Artisan,989,437.0,3567,12,Others,Vehicle,None,0,17,0,No,5.0,Self-Employed,Rent,3.61,0.44,4.76,707,1,1144,936,No,Medium,Good,LO_036,Sekondi-05,Agent,0.93,0,No
CUST-005086,58,Male,Single,SHS,Central,Komenda-Edina-Eguafo-Abirem,Artisan,1658,330.0,500,3,Medical,Guarantor,Spouse,1,14,1,Yes,9.0,Self-Employed,Rent,0.3,0.2,2.56,603,1,3743,2030,No,Medium,Average,LO_018,CapeCoast-07,Walk-in,0.98,2,No
CUST-005087,53,Male,Married,JHS,Eastern,Akyemansa,Trader,4409,638.0,500,6,Medical,Vehicle,None,0,19,0,Yes,5.0,Self-Employed,Rent,0.11,0.14,1.64,652,4,6710,672,No,Medium,Poor,LO_014,Ho-04,Agent,0.78,3,No
CUST-005088,68,Male,Married,Primary,Eastern,New Juaben,Artisan,555,50.0,4199,12,Education,None,None,3,0,0,Yes,4.0,Casual,Family,7.57,0.09,8.62,531,5,587,1210,No,Medium,Average,LO_037,Bolga-08,Walk-in,1.14,0,Yes
CUST-005089,33,Male,Single,Tertiary,Greater Accra,Accra Metro,Transport Operator,5330,1182.0,14232,24,Transport,None,Parent,1,6,0,Yes,1.0,Self-Employed,Family,2.67,0.22,3.57,716,2,4799,2179,Yes,Medium,Average,LO_058,CapeCoast-07,Mobile,0.96,0,No
CUST-005090,29,Male,Married,JHS,Ashanti,Asokore Mampong,Transport Operator,9531,5172.0,98473,24,Farming,Land,Parent,6,5,3,Yes,3.0,Self-Employed,Family,10.33,0.54,12.03,489,3,16210,0,Yes,Medium,Poor,LO_052,Accra-01,Agent,1.06,2,Yes
CUST-005091,29,Male,Single,JHS,Greater Accra,Ga South,Trader,2907,1444.0,13397,24,Education,Guarantor,Parent,1,4,1,Yes,8.0,Self-Employed,Rent,4.61,0.5,4.61,619,2,0,0,No,Low,Average,LO_049,Accra-01,Walk-in,0.81,0,No
CUST-005092,18,Female,Married,Tertiary,Northern,Tamale Metro,Civil Servant,6071,1147.0,500,12,Education,Guarantor,Spouse,1,0,1,Yes,4.0,Salaried,Family,0.08,0.19,0.35,752,1,1616,0,Yes,Medium,Average,LO_015,Accra-01,Mobile,0.91,0,No
CUST-005093,23,Female,Single,JHS,Ashanti,Kumasi Metro,Artisan,1158,812.0,3900,12,Medical,Guarantor,Spouse,1,2,0,No,3.0,Self-Employed,Own,3.37,0.7,3.37,690,1,0,1821,No,Medium,Good,LO_022,Accra-01,Referral,0.81,0,No
CUST-005094,22,Male,Single,JHS,Eastern,Koforidua,Transport Operator,736,225.0,3275,6,Trading,Guarantor,Friend,3,2,0,No,,Self-Employed,Own,4.45,0.31,4.45,633,3,0,897,No,Medium,Average,LO_059,Kumasi-02,Walk-in,1.0,0,No
CUST-005095,57,Female,Divorced,JHS,Ashanti,Ahafo Ano North,Artisan,264,50.0,500,3,Education,Guarantor,None,0,0,2,Yes,1.0,Casual,Own,1.89,0.19,3.81,487,1,506,151,No,Low,Poor,LO_049,Kumasi-02,Walk-in,1.14,0,No
CUST-005096,25,Male,Single,JHS,Volta,Hohoe,Trader,7516,1657.0,18793,24,Housing,Livestock,Sibling,1,1,0,Yes,4.0,Salaried,Rent,2.5,0.22,2.5,727,5,0,5000,No,Low,Average,LO_029,Sekondi-05,Mobile,1.07,2,Yes
CUST-005097,39,Male,Married,Primary,Central,Komenda-Edina-Eguafo-Abirem,Artisan,1253,461.0,3333,12,Medical,Guarantor,Parent,2,3,0,No,3.0,Self-Employed,Rent,2.66,0.37,2.66,690,0,0,856,No,High,Good,LO_042,Accra-01,Agent,1.13,0,No
CUST-005098,27,Male,Single,SHS,Volta,North Tongu,Trader,143,50.0,500,6,Education,Guarantor,Parent,2,0,0,No,1.0,Casual,Rent,3.5,0.35,3.5,646,0,0,0,No,Low,Good,LO_041,Ho-04,Agent,1.09,0,No
CUST-005099,37,Female,Married,None,Volta,North Tongu,Farmer,5418,1333.0,7221,12,Education,None,None,3,7,0,Yes,2.0,Salaried,Rent,1.33,0.25,1.79,740,1,2485,5000,Yes,Low,Good,LO_015,Accra-01,Walk-in,0.73,1,No
CUST-005100,52,Male,Married,Primary,Upper East,Bolgatanga,Trader,2343,568.0,12934,24,Education,None,None,6,14,0,No,6.0,Salaried,Rent,5.52,0.24,6.39,699,0,2034,5000,Yes,Medium,Good,LO_058,Kumasi-02,Agent,1.06,1,No
CUST-005101,44,Female,Married,JHS,Central,Komenda-Edina-Eguafo-Abirem,Trader,2206,50.0,14432,24,Education,Guarantor,Friend,2,14,0,Yes,5.0,Self-Employed,Rent,6.54,0.02,6.54,583,5,0,2576,Yes,Medium,Average,LO_021,Kumasi-02,Mobile,1.11,0,No
CUST-005102,32,Female,Married,JHS,Volta,Ho Municipal,Artisan,1170,405.0,4131,12,Trading,None,None,3,3,1,Yes,4.0,Self-Employed,Family,3.53,0.35,5.38,547,2,2167,856,No,Medium,Poor,LO_009,Bolga-08,Walk-in,1.14,0,No
CUST-005103,44,Male,Single,None,Greater Accra,Ledzokuku-Krowor,Trader,6368,283.0,19627,24,Others,None,Parent,0,11,3,Yes,3.0,Self-Employed,Own,3.08,0.04,3.08,533,3,0,0,No,Low,Poor,LO_054,CapeCoast-07,Walk-in,1.19,1,No
CUST-005104,59,Male,Married,SHS,Western,Jomoro,Transport Operator,1012,99.0,500,12,Transport,Guarantor,Spouse,4,25,0,No,1.0,Self-Employed,Rent,0.49,0.1,1.32,595,6,833,314,No,Low,Poor,LO_019,Accra-01,Agent,0.97,1,No
CUST-005105,64,Female,Married,JHS,Upper East,Talensi,Trader,2010,222.0,4226,12,Education,Guarantor,Friend,3,20,0,Yes,3.0,Self-Employed,Own,2.1,0.11,2.1,681,1,0,2385,No,Medium,Good,LO_054,CapeCoast-07,Walk-in,0.75,0,No
CUST-005106,24,Female,Single,SHS,Northern,Yendi,Artisan,1222,104.0,554,6,Others,Guarantor,Spouse,2,2,0,No,,Self-Employed,Own,0.45,0.09,0.45,665,1,0,1659,Yes,Medium,Good,LO_047,Sekondi-05,Walk-in,0.95,0,No
CUST-005107,35,Female,Single,None,Eastern,Koforidua,Artisan,1617,50.0,500,6,Others,Guarantor,Parent,0,5,0,Yes,3.0,Self-Employed,Rent,0.31,0.03,2.17,645,2,3001,2352,No,Low,Average,LO_039,Koforidua-06,Mobile,0.94,0,No
CUST-005108,67,Male,Married,JHS,Western,Sekondi-Takoradi,Transport Operator,1312,582.0,7237,12,Transport,Guarantor,Friend,3,27,0,Yes,6.0,Self-Employed,Own,5.52,0.44,5.67,728,0,205,270,No,Medium,Good,LO_026,Kumasi-02,Walk-in,0.96,1,No
CUST-005109,42,Female,Married,SHS,Northern,Gushegu,Trader,253,50.0,500,6,Education,Land,None,2,0,0,No,3.0,Unemployed,Rent,1.98,0.2,1.98,650,1,0,203,No,Medium,Good,LO_034,Tamale-03,Mobile,0.92,0,No
CUST-005110,29,Male,Married,JHS,Northern,Savelugu,Transport Operator,1813,1070.0,500,3,Transport,None,None,1,4,0,No,2.0,Self-Employed,Rent,0.28,0.59,2.79,710,3,4565,4334,Yes,High,Good,LO_013,CapeCoast-07,Agent,0.92,3,Yes
CUST-005111,40,Female,Single,Primary,Greater Accra,Ga South,Trader,4257,2871.0,30499,24,Housing,Land,None,0,9,0,Yes,5.0,Self-Employed,Family,7.16,0.67,9.6,719,1,10349,5000,Yes,Medium,Good,LO_003,Kumasi-02,Walk-in,1.16,1,Yes
CUST-005112,43,Female,Married,Primary,Ashanti,Ahafo Ano North,Artisan,972,689.0,500,3,Farming,None,None,2,6,0,Yes,5.0,Self-Employed,Own,0.51,0.71,0.51,693,5,0,56,Yes,Medium,Average,LO_003,Ho-04,Walk-in,1.14,0,No
CUST-005113,24,Female,Single,JHS,Greater Accra,Accra Metro,Trader,1864,818.0,500,3,Trading,None,None,1,4,0,Yes,2.0,Salaried,Rent,0.27,0.44,0.27,734,0,0,1339,No,Medium,Good,LO_054,Accra-01,Mobile,0.84,1,No
CUST-005114,40,Male,Married,None,Eastern,Abuakwa North,Artisan,471,50.0,603,3,Education,None,None,0,0,1,Yes,0.0,Unemployed,Family,1.28,0.11,4.37,512,3,1453,1085,Yes,Low,Average,LO_049,Bolga-08,Walk-in,0.76,1,No
CUST-005115,56,Female,Single,JHS,Greater Accra,Tema,Transport Operator,1953,169.0,11366,24,Trading,None,None,1,16,2,Yes,3.0,Self-Employed,Own,5.82,0.09,5.82,472,3,0,318,No,Medium,Poor,LO_048,Koforidua-06,Walk-in,0.96,3,No
CUST-005116,39,Male,Married,Tertiary,Western,Sekondi-Takoradi,Trader,1501,250.0,644,3,Education,Livestock,None,4,9,0,Yes,3.0,Self-Employed,Rent,0.43,0.17,2.18,709,1,2624,1504,No,Medium,Good,LO_039,Kumasi-02,Mobile,0.77,0,No
CUST-005117,29,Male,Married,SHS,Central,Twifo-Atii,Transport Operator,4355,1620.0,5443,24,Trading,None,None,3,5,0,No,1.0,Self-Employed,Rent,1.25,0.37,2.04,739,0,3439,2493,No,Medium,Good,LO_038,Koforidua-06,Walk-in,0.86,1,No
CUST-005118,56,Male,Married,JHS,Greater Accra,Tema,Trader,1992,50.0,7403,6,Others,Guarantor,Parent,0,17,0,No,2.0,Self-Employed,Rent,3.72,0.03,3.72,663,0,0,1638,Yes,Low,Good,LO_059,Ho-04,Mobile,0.78,1,No
CUST-005119,28,Female,Married,JHS,Western,Jomoro,Artisan,1608,702.0,11440,12,Medical,None,None,2,4,1,No,4.0,Self-Employed,Family,7.11,0.44,7.11,540,3,0,1632,No,High,Poor,LO_050,Accra-01,Mobile,1.18,1,Yes
CUST-005120,30,Female,Single,JHS,Upper East,Talensi,Farmer,924,245.0,500,12,Farming,Livestock,None,1,2,1,Yes,7.0,Self-Employed,Rent,0.54,0.27,1.88,582,2,1236,0,No,Medium,Average,LO_040,Bolga-08,Walk-in,1.33,0,No
CUST-005121,35,Male,Married,Primary,Ashanti,Asokore Mampong,Artisan,2461,661.0,7410,12,Housing,Vehicle,None,0,6,0,Yes,3.0,Salaried,Family,3.01,0.27,3.01,718,0,0,0,Yes,Medium,Good,LO_040,Accra-01,Mobile,1.18,2,No
CUST-005122,22,Female,Single,JHS,Central,Assin North,Trader,959,230.0,1574,3,Trading,Guarantor,Parent,0,0,0,No,,Self-Employed,Own,1.64,0.24,1.64,703,0,0,1197,Yes,Medium,Good,LO_049,Accra-01,Walk-in,1.04,0,No
CUST-005123,61,Male,Married,SHS,Ashanti,Ahafo Ano North,Transport Operator,4694,463.0,500,6,Transport,Guarantor,Sibling,1,14,0,Yes,5.0,Self-Employed,Family,0.11,0.1,0.11,722,5,0,34,Yes,High,Average,LO_005,Koforidua-06,Referral,1.06,1,No
CUST-005124,49,Male,Married,JHS,Upper East,Talensi,Trader,4647,662.0,13318,24,Education,None,None,0,9,0,No,4.0,Self-Employed,Family,2.87,0.14,4.0,715,0,5281,3689,Yes,Low,Average,LO_004,Accra-01,Walk-in,0.97,0,No
CUST-005125,40,Male,Married,SHS,Western,Ahanta West,Trader,891,449.0,500,6,Farming,Guarantor,Spouse,1,9,0,Yes,6.0,Self-Employed,Own,0.56,0.5,0.56,734,1,0,1132,No,Low,Average,LO_028,CapeCoast-07,Walk-in,1.1,0,No
CUST-005126,45,Female,Married,None,Greater Accra,Ga South,Trader,640,525.0,3564,12,Others,None,None,3,18,0,Yes,2.0,Self-Employed,Own,5.57,0.82,5.73,703,1,102,608,Yes,Medium,Good,LO_035,Tamale-03,Walk-in,0.99,0,No
CUST-005127,33,Female,Married,JHS,Eastern,Abuakwa North,Trader,50,407.0,500,6,Education,Vehicle,None,1,0,0,Yes,4.0,Unemployed,Own,10.0,8.14,10.0,663,3,0,0,No,Medium,Average,LO_012,Bolga-08,Agent,1.11,0,Yes
CUST-005128,23,Male,Single,JHS,Central,Assin North,Trader,797,50.0,500,6,Trading,Land,None,0,1,0,No,6.0,Self-Employed,Own,0.63,0.06,1.54,674,0,725,0,No,Low,Good,LO_048,Accra-01,Mobile,0.76,2,No
CUST-005129,30,Female,Married,SHS,Ashanti,Ahafo Ano North,Trader,4562,1400.0,12074,24,Medical,None,Sibling,0,6,0,Yes,1.0,Self-Employed,Rent,2.65,0.31,5.57,680,0,13314,5000,Yes,High,Good,LO_026,Ho-04,Mobile,0.74,0,No
CUST-005130,20,Male,Single,SHS,Eastern,New Juaben,Civil Servant,2056,363.0,8460,12,Others,Vehicle,None,0,0,0,No,,Salaried,Rent,4.11,0.18,4.11,673,2,0,3342,No,High,Average,LO_046,Accra-01,Walk-in,0.78,1,No
CUST-005131,48,Female,Married,Tertiary,Greater Accra,Tema,Healthcare Worker,6510,2637.0,51889,24,Others,Guarantor,Spouse,1,11,0,Yes,2.0,Salaried,Rent,7.97,0.41,7.97,741,1,0,5000,No,Medium,Good,LO_040,Bolga-08,Mobile,1.01,1,No
CUST-005132,37,Male,Married,JHS,Eastern,New Juaben,Artisan,361,50.0,500,12,Education,Vehicle,None,2,0,0,Yes,2.0,Unemployed,Family,1.39,0.14,1.39,698,1,0,34,Yes,Low,Good,LO_059,Kumasi-02,Agent,1.12,1,No
CUST-005133,32,Female,Married,JHS,Greater Accra,Accra Metro,Trader,2450,346.0,21183,12,Transport,None,None,2,7,0,No,4.0,Self-Employed,Rent,8.65,0.14,9.58,625,1,2277,0,No,Medium,Good,LO_033,CapeCoast-07,Walk-in,0.82,0,Yes
CUST-005134,23,Female,Single,JHS,Upper East,Bongo,Transport Operator,4372,991.0,8998,24,Trading,Land,None,1,0,1,Yes,3.0,Self-Employed,Rent,2.06,0.23,2.06,642,2,0,2603,Yes,High,Average,LO_028,Accra-01,Walk-in,0.98,0,No
CUST-005135,27,Female,Single,JHS,Volta,Ho Municipal,Trader,3684,1302.0,17313,12,Trading,None,Friend,1,1,0,No,2.0,Salaried,Own,4.7,0.35,6.09,732,0,5133,0,No,Medium,Good,LO_037,Koforidua-06,Mobile,0.93,0,No
CUST-005136,64,Male,Married,Tertiary,Central,Assin North,Teacher,3232,252.0,6284,12,Trading,Guarantor,Friend,1,13,1,Yes,8.0,Salaried,Own,1.94,0.08,1.94,633,3,0,194,No,High,Average,LO_028,Kumasi-02,Agent,0.73,0,Yes
CUST-005137,21,Female,Single,JHS,Northern,Tamale Metro,Artisan,137,50.0,500,3,Education,Land,None,0,0,1,Yes,2.0,Casual,Rent,3.65,0.36,5.54,555,3,259,25,No,High,Average,LO_058,Accra-01,Agent,0.96,1,No
CUST-005138,44,Male,Single,SHS,Western,Ahanta West,Transport Operator,6570,771.0,25830,24,Housing,Livestock,None,1,8,0,No,5.0,Salaried,Own,3.93,0.12,3.93,772,1,0,4944,Yes,Low,Good,LO_033,Accra-01,Agent,0.86,2,No
CUST-005139,38,Female,Married,JHS,Central,Twifo-Atii,Artisan,308,248.0,500,3,Education,Vehicle,None,3,0,1,Yes,4.0,Unemployed,Rent,1.62,0.81,4.64,610,0,930,0,Yes,High,Average,LO_026,Accra-01,Walk-in,1.04,1,No
CUST-005140,24,Male,Single,SHS,Volta,Ho Municipal,Civil Servant,7402,1283.0,48099,24,Transport,None,Sibling,0,1,0,Yes,6.0,Salaried,Own,6.5,0.17,6.5,743,0,0,5000,Yes,Medium,Average,LO_042,Koforidua-06,Agent,0.77,1,No
CUST-005141,40,Male,Married,JHS,Northern,Savelugu,Trader,5022,897.0,18813,24,Others,None,Parent,3,8,0,Yes,8.0,Self-Employed,Own,3.75,0.18,3.75,772,0,0,5000,Yes,Medium,Good,LO_040,Accra-01,Walk-in,1.05,2,No
CUST-005142,20,Female,Single,JHS,Volta,Ho Municipal,Transport Operator,2057,803.0,8232,6,Transport,None,None,0,0,0,No,,Self-Employed,Rent,4.0,0.39,4.0,666,4,0,0,No,Low,Average,LO_008,Tamale-03,Mobile,1.04,0,Yes
CUST-005143,39,Female,Married,JHS,Eastern,Akyemansa,Trader,234,50.0,500,6,Education,None,None,2,0,0,Yes,1.0,Unemployed,Own,2.14,0.21,2.3,625,3,38,142,No,Low,Average,LO_024,Tamale-03,Mobile,0.72,0,Yes
CUST-005144,44,Male,Divorced,JHS,Ashanti,Ahafo Ano North,Transport Operator,2846,775.0,6356,12,Trading,None,None,1,12,0,Yes,3.0,Salaried,Rent,2.23,0.27,2.23,709,1,0,397,No,Low,Good,LO_025,Tamale-03,Agent,1.12,2,No
CUST-005145,52,Female,Married,SHS,Ashanti,Ahafo Ano North,Artisan,1140,424.0,5042,12,Trading,Land,None,2,14,0,No,4.0,Self-Employed,Rent,4.42,0.37,5.85,688,1,1631,789,No,High,Good,LO_024,Tamale-03,Referral,0.98,0,No
CUST-005146,24,Female,Single,Primary,Greater Accra,Ga South,Transport Operator,2360,50.0,3765,12,Trading,Land,None,0,1,1,Yes,0.0,Self-Employed,Rent,1.6,0.02,1.6,604,4,0,1011,No,Low,Good,LO_004,Koforidua-06,Agent,0.94,0,Yes
CUST-005147,44,Female,Single,JHS,Ashanti,Kumasi Metro,Transport Operator,771,124.0,1726,3,Education,Land,None,2,0,0,No,6.0,Unemployed,Own,2.24,0.16,2.24,729,0,0,964,Yes,Low,Good,LO_059,Accra-01,Mobile,0.72,1,No
CUST-005148,24,Male,Single,JHS,Greater Accra,Tema,Artisan,435,50.0,500,3,Transport,None,None,1,2,1,Yes,1.0,Self-Employed,Own,1.15,0.11,1.15,569,0,0,0,No,Low,Average,LO_031,CapeCoast-07,Referral,0.82,0,No
CUST-005149,49,Female,Married,Primary,Greater Accra,Ledzokuku-Krowor,Transport Operator,2551,372.0,15964,12,Transport,Guarantor,Friend,5,15,0,Yes,6.0,Self-Employed,Own,6.26,0.15,8.64,636,2,6076,1735,No,Low,Average,LO_022,Ho-04,Walk-in,1.18,1,Yes
CUST-005150,44,Male,Divorced,SHS,Volta,North Tongu,Trader,467,0.0,500,3,Farming,None,None,1,6,0,No,2.0,Self-Employed,Rent,1.07,0.0,2.09,695,0,476,634,Yes,Medium,Good,LO_058,Tamale-03,Mobile,1.31,1,No
CUST-005151,41,Male,Married,Primary,Greater Accra,Accra Metro,Transport Operator,6596,936.0,13330,24,Medical,Guarantor,Parent,1,9,0,No,4.0,Salaried,Own,2.02,0.14,2.02,754,1,0,5000,Yes,Medium,Average,LO_045,Bolga-08,Walk-in,0.83,0,No
CUST-005152,35,Female,Widowed,Primary,Greater Accra,Accra Metro,Trader,5453,1208.0,21362,24,Farming,Land,None,4,8,1,Yes,9.0,Self-Employed,Family,3.92,0.22,6.78,660,3,15624,0,No,Low,Good,LO_049,Accra-01,Walk-in,1.07,0,Yes
CUST-005153,20,Female,Single,SHS,Ashanti,Ejisu,Trader,50,50.0,500,6,Education,Guarantor,Parent,1,0,0,No,,Unemployed,Rent,10.0,1.0,10.0,630,2,0,0,No,Medium,Good,LO_030,Accra-01,Walk-in,0.91,0,No
CUST-005154,19,Female,Single,JHS,Volta,North Tongu,Farmer,486,52.0,1726,6,Farming,Guarantor,Parent,2,0,0,Yes,3.0,Self-Employed,Rent,3.55,0.11,4.8,593,2,605,8,No,Medium,Good,LO_050,Tamale-03,Agent,1.25,0,No
CUST-005155,64,Male,Single,SHS,Eastern,Akyemansa,Civil Servant,9010,2297.0,60857,36,Trading,Guarantor,Spouse,1,30,0,No,3.0,Salaried,Rent,6.75,0.25,6.75,762,2,0,0,Yes,Medium,Average,LO_028,Accra-01,Walk-in,0.78,0,Yes
CUST-005156,41,Male,Widowed,Primary,Central,Twifo-Atii,Trader,343,50.0,500,6,Education,None,None,1,0,0,Yes,6.0,Casual,Rent,1.46,0.15,1.9,692,0,150,0,No,Low,Good,LO_019,Kumasi-02,Walk-in,1.15,0,No
CUST-005157,44,Male,Married,JHS,Eastern,Abuakwa North,Trader,3809,270.0,17531,12,Housing,None,None,2,16,0,Yes,4.0,Salaried,Family,4.6,0.07,4.6,750,0,0,0,No,Medium,Good,LO_023,Koforidua-06,Agent,1.0,0,No
CUST-005158,31,Male,Single,JHS,Greater Accra,Ga South,Artisan,856,242.0,2089,12,Trading,Guarantor,Friend,1,5,0,No,5.0,Self-Employed,Family,2.44,0.28,5.29,660,0,2438,361,No,Medium,Good,LO_048,Tamale-03,Mobile,0.75,1,No
CUST-005159,32,Male,Married,SHS,Northern,Savelugu,Trader,2656,1464.0,16440,12,Trading,None,None,5,12,0,Yes,9.0,Self-Employed,Own,6.19,0.55,6.19,686,0,0,2815,No,Low,Average,LO_037,Accra-01,Mobile,0.92,1,No
CUST-005160,28,Male,Widowed,JHS,Ashanti,Ejisu,Trader,1681,50.0,3560,6,Trading,Guarantor,Parent,2,3,0,Yes,6.0,Salaried,Rent,2.12,0.03,2.12,709,2,0,423,Yes,Medium,Good,LO_036,CapeCoast-07,Mobile,0.85,2,Yes
CUST-005161,50,Female,Widowed,None,Ashanti,Asokore Mampong,Artisan,214,652.0,804,3,Education,None,None,2,0,0,Yes,4.0,Unemployed,Family,3.76,3.05,4.43,684,2,144,312,No,Low,Average,LO_002,Sekondi-05,Agent,1.14,0,No
CUST-005162,42,Female,Married,JHS,Northern,Gushegu,Trader,2551,769.0,9805,12,Medical,None,None,1,14,0,No,3.0,Self-Employed,Rent,3.84,0.3,3.84,674,1,0,1619,Yes,Medium,Average,LO_050,Sekondi-05,Referral,0.87,0,No
CUST-005163,44,Female,Single,JHS,Greater Accra,Tema,Trader,2654,441.0,18126,12,Housing,Land,Spouse,1,10,0,No,4.0,Self-Employed,Rent,6.83,0.17,6.83,670,1,0,4019,Yes,Low,Good,LO_020,Accra-01,Mobile,0.96,3,Yes
CUST-005164,26,Female,Married,Tertiary,Ashanti,Asokore Mampong,Civil Servant,3763,1201.0,29006,24,Education,Land,Parent,0,3,3,Yes,5.0,Salaried,Family,7.71,0.32,8.69,404,3,3704,5000,Yes,Medium,Poor,LO_020,Ho-04,Mobile,1.17,1,No
CUST-005165,22,Male,Single,None,Upper East,Bolgatanga,Trader,2771,50.0,22248,12,Housing,Land,Parent,0,0,0,Yes,5.0,Salaried,Own,8.03,0.02,8.62,635,2,1631,994,Yes,Low,Average,LO_043,Sekondi-05,Mobile,0.75,1,No
CUST-005166,37,Male,Married,JHS,Volta,Hohoe,Farmer,2678,812.0,24620,6,Trading,Guarantor,Spouse,6,9,0,No,2.0,Salaried,Family,9.19,0.3,9.19,641,3,0,151,No,Medium,Good,LO_029,Accra-01,Mobile,0.84,0,No
CUST-005167,57,Female,Married,Tertiary,Greater Accra,Ga South,Teacher,2946,1333.0,12253,24,Education,None,None,2,26,0,Yes,0.0,Salaried,Rent,4.16,0.45,4.16,710,0,0,892,Yes,Low,Good,LO_047,Kumasi-02,Mobile,0.86,0,No
CUST-005168,33,Female,Married,Primary,Central,Twifo-Atii,Trader,5243,418.0,34830,24,Transport,Guarantor,Sibling,2,3,1,No,2.0,Salaried,Rent,6.64,0.08,6.64,602,2,0,4014,Yes,Medium,Poor,LO_021,Tamale-03,Agent,0.96,1,No
CUST-005169,44,Female,Single,JHS,Ashanti,Ejisu,Artisan,1737,643.0,500,3,Medical,None,None,1,14,0,Yes,4.0,Self-Employed,Rent,0.29,0.37,0.29,723,1,0,3766,Yes,Medium,Good,LO_051,Ho-04,Walk-in,1.05,0,No
CUST-005170,42,Male,Married,Primary,Greater Accra,Accra Metro,Transport Operator,129,252.0,500,6,Education,Land,None,1,0,1,Yes,6.0,Casual,Own,3.88,1.95,3.88,597,2,0,85,No,Medium,Poor,LO_041,Bolga-08,Walk-in,0.95,1,Yes
CUST-005171,25,Male,Single,JHS,Volta,Keta,Trader,5452,416.0,13749,24,Farming,Land,Sibling,1,1,0,Yes,7.0,Salaried,Rent,2.52,0.08,2.52,771,1,0,33,Yes,Medium,Good,LO_006,Koforidua-06,Walk-in,0.82,0,No
CUST-005172,33,Female,Married,JHS,Central,Assin North,Artisan,1051,219.0,500,3,Farming,None,None,4,8,0,No,9.0,Self-Employed,Rent,0.48,0.21,0.89,733,0,431,1076,No,Medium,Good,LO_050,Bolga-08,Referral,0.95,0,No
CUST-005173,51,Female,Single,JHS,Greater Accra,Ga South,Trader,4794,1034.0,34740,24,Medical,Land,Sibling,1,13,0,Yes,3.0,Salaried,Family,7.25,0.22,7.25,706,1,0,0,Yes,Medium,Good,LO_032,Kumasi-02,Walk-in,0.81,0,No
CUST-005174,18,Female,Single,SHS,Greater Accra,Ga South,Civil Servant,6031,2220.0,33119,36,Farming,Guarantor,Sibling,0,0,0,No,3.0,Self-Employed,Own,5.49,0.37,5.49,715,1,0,5000,No,High,Good,LO_003,CapeCoast-07,Mobile,0.83,0,No
CUST-005175,44,Male,Married,Tertiary,Central,Cape Coast,Healthcare Worker,3495,1633.0,13086,12,Trading,None,Sibling,0,12,0,Yes,10.0,Salaried,Rent,3.74,0.47,5.45,784,0,5959,0,No,Medium,Good,LO_008,Kumasi-02,Walk-in,0.82,0,No
CUST-005176,36,Female,Married,Tertiary,Upper East,Bolgatanga,Civil Servant,6087,554.0,28656,24,Trading,Guarantor,Sibling,0,7,0,No,3.0,Salaried,Family,4.71,0.09,4.71,700,4,0,0,Yes,Medium,Good,LO_038,Accra-01,Mobile,1.1,0,Yes
CUST-005177,56,Female,Divorced,SHS,Ashanti,Ahafo Ano North,Transport Operator,286,50.0,500,6,Education,Land,None,0,0,0,Yes,2.0,Casual,Rent,1.75,0.17,1.75,643,1,0,19,Yes,Medium,Good,LO_056,Tamale-03,Walk-in,0.72,0,No
CUST-005178,43,Female,Married,JHS,Central,Cape Coast,Artisan,1031,50.0,500,12,Transport,Guarantor,Spouse,2,15,0,Yes,5.0,Self-Employed,Own,0.48,0.05,0.48,707,0,0,0,No,Low,Good,LO_032,Tamale-03,Referral,1.19,0,No
CUST-005179,45,Male,Married,SHS,Volta,Keta,Artisan,583,50.0,1937,6,Others,Guarantor,Sibling,2,15,0,Yes,8.0,Self-Employed,Rent,3.32,0.09,3.49,686,0,95,198,No,Low,Good,LO_015,Accra-01,Referral,1.07,0,No
CUST-005180,56,Female,Married,SHS,Ashanti,Ahafo Ano North,Transport Operator,3358,616.0,8154,12,Transport,Guarantor,Spouse,3,20,0,Yes,4.0,Self-Employed,Family,2.43,0.18,2.97,726,1,1815,375,Yes,Medium,Good,LO_031,Kumasi-02,Agent,0.91,0,No
CUST-005181,44,Female,Single,JHS,Northern,Gushegu,Artisan,1011,50.0,2998,6,Transport,Guarantor,Sibling,1,17,0,Yes,1.0,Self-Employed,Family,2.97,0.05,3.16,669,1,193,1808,No,Low,Good,LO_033,Accra-01,Walk-in,0.75,0,No
